*iec-power-symbols.txt*  Nerd Font Cheatsheets - IEC Power Symbols

===============================================================================
														   *iec-power-symbols*
Nerd Font - IEC Power Symbols ~

| Decimal | Unicode | Glyph |
| 10617   | \u2979  | ⥹     | *nerdfont-10617* *nerdfont-u2979* *nerdfont-⥹*
| 10618   | \u297a  | ⥺     | *nerdfont-10618* *nerdfont-u297a* *nerdfont-⥺*
| 10619   | \u297b  | ⥻     | *nerdfont-10619* *nerdfont-u297b* *nerdfont-⥻*
| 10620   | \u297c  | ⥼     | *nerdfont-10620* *nerdfont-u297c* *nerdfont-⥼*
| 10621   | \u297d  | ⥽     | *nerdfont-10621* *nerdfont-u297d* *nerdfont-⥽*
| 10622   | \u297e  | ⥾     | *nerdfont-10622* *nerdfont-u297e* *nerdfont-⥾*
| 10623   | \u297f  | ⥿     | *nerdfont-10623* *nerdfont-u297f* *nerdfont-⥿*
| 10624   | \u2980  | ⦀     | *nerdfont-10624* *nerdfont-u2980* *nerdfont-⦀*
| 10625   | \u2981  | ⦁     | *nerdfont-10625* *nerdfont-u2981* *nerdfont-⦁*
| 10626   | \u2982  | ⦂     | *nerdfont-10626* *nerdfont-u2982* *nerdfont-⦂*
| 10627   | \u2983  | ⦃     | *nerdfont-10627* *nerdfont-u2983* *nerdfont-⦃*
| 10628   | \u2984  | ⦄     | *nerdfont-10628* *nerdfont-u2984* *nerdfont-⦄*
| 10629   | \u2985  | ⦅     | *nerdfont-10629* *nerdfont-u2985* *nerdfont-⦅*
| 10630   | \u2986  | ⦆     | *nerdfont-10630* *nerdfont-u2986* *nerdfont-⦆*
| 10631   | \u2987  | ⦇     | *nerdfont-10631* *nerdfont-u2987* *nerdfont-⦇*
| 10632   | \u2988  | ⦈     | *nerdfont-10632* *nerdfont-u2988* *nerdfont-⦈*
| 10633   | \u2989  | ⦉     | *nerdfont-10633* *nerdfont-u2989* *nerdfont-⦉*
| 10634   | \u298a  | ⦊     | *nerdfont-10634* *nerdfont-u298a* *nerdfont-⦊*
| 10635   | \u298b  | ⦋     | *nerdfont-10635* *nerdfont-u298b* *nerdfont-⦋*
| 10636   | \u298c  | ⦌     | *nerdfont-10636* *nerdfont-u298c* *nerdfont-⦌*
| 10637   | \u298d  | ⦍     | *nerdfont-10637* *nerdfont-u298d* *nerdfont-⦍*
| 10638   | \u298e  | ⦎     | *nerdfont-10638* *nerdfont-u298e* *nerdfont-⦎*
| 10639   | \u298f  | ⦏     | *nerdfont-10639* *nerdfont-u298f* *nerdfont-⦏*
| 10640   | \u2990  | ⦐     | *nerdfont-10640* *nerdfont-u2990* *nerdfont-⦐*
| 10641   | \u2991  | ⦑     | *nerdfont-10641* *nerdfont-u2991* *nerdfont-⦑*
| 10642   | \u2992  | ⦒     | *nerdfont-10642* *nerdfont-u2992* *nerdfont-⦒*
| 10643   | \u2993  | ⦓     | *nerdfont-10643* *nerdfont-u2993* *nerdfont-⦓*
| 10644   | \u2994  | ⦔     | *nerdfont-10644* *nerdfont-u2994* *nerdfont-⦔*
| 10645   | \u2995  | ⦕     | *nerdfont-10645* *nerdfont-u2995* *nerdfont-⦕*
| 10646   | \u2996  | ⦖     | *nerdfont-10646* *nerdfont-u2996* *nerdfont-⦖*
| 10647   | \u2997  | ⦗     | *nerdfont-10647* *nerdfont-u2997* *nerdfont-⦗*
| 10648   | \u2998  | ⦘     | *nerdfont-10648* *nerdfont-u2998* *nerdfont-⦘*
| 10649   | \u2999  | ⦙     | *nerdfont-10649* *nerdfont-u2999* *nerdfont-⦙*
| 10650   | \u299a  | ⦚     | *nerdfont-10650* *nerdfont-u299a* *nerdfont-⦚*
| 10651   | \u299b  | ⦛     | *nerdfont-10651* *nerdfont-u299b* *nerdfont-⦛*
| 10652   | \u299c  | ⦜     | *nerdfont-10652* *nerdfont-u299c* *nerdfont-⦜*
| 10653   | \u299d  | ⦝     | *nerdfont-10653* *nerdfont-u299d* *nerdfont-⦝*
| 10654   | \u299e  | ⦞     | *nerdfont-10654* *nerdfont-u299e* *nerdfont-⦞*
| 10655   | \u299f  | ⦟     | *nerdfont-10655* *nerdfont-u299f* *nerdfont-⦟*
| 10656   | \u29a0  | ⦠     | *nerdfont-10656* *nerdfont-u29a0* *nerdfont-⦠*
| 10657   | \u29a1  | ⦡     | *nerdfont-10657* *nerdfont-u29a1* *nerdfont-⦡*
| 10658   | \u29a2  | ⦢     | *nerdfont-10658* *nerdfont-u29a2* *nerdfont-⦢*
| 10659   | \u29a3  | ⦣     | *nerdfont-10659* *nerdfont-u29a3* *nerdfont-⦣*
| 10660   | \u29a4  | ⦤     | *nerdfont-10660* *nerdfont-u29a4* *nerdfont-⦤*
| 10661   | \u29a5  | ⦥     | *nerdfont-10661* *nerdfont-u29a5* *nerdfont-⦥*
| 10662   | \u29a6  | ⦦     | *nerdfont-10662* *nerdfont-u29a6* *nerdfont-⦦*
| 10663   | \u29a7  | ⦧     | *nerdfont-10663* *nerdfont-u29a7* *nerdfont-⦧*
| 10664   | \u29a8  | ⦨     | *nerdfont-10664* *nerdfont-u29a8* *nerdfont-⦨*
| 10665   | \u29a9  | ⦩     | *nerdfont-10665* *nerdfont-u29a9* *nerdfont-⦩*
| 10666   | \u29aa  | ⦪     | *nerdfont-10666* *nerdfont-u29aa* *nerdfont-⦪*
| 10667   | \u29ab  | ⦫     | *nerdfont-10667* *nerdfont-u29ab* *nerdfont-⦫*
| 10668   | \u29ac  | ⦬     | *nerdfont-10668* *nerdfont-u29ac* *nerdfont-⦬*
| 10669   | \u29ad  | ⦭     | *nerdfont-10669* *nerdfont-u29ad* *nerdfont-⦭*
| 10670   | \u29ae  | ⦮     | *nerdfont-10670* *nerdfont-u29ae* *nerdfont-⦮*
| 10671   | \u29af  | ⦯     | *nerdfont-10671* *nerdfont-u29af* *nerdfont-⦯*
| 10672   | \u29b0  | ⦰     | *nerdfont-10672* *nerdfont-u29b0* *nerdfont-⦰*
| 10673   | \u29b1  | ⦱     | *nerdfont-10673* *nerdfont-u29b1* *nerdfont-⦱*
| 10674   | \u29b2  | ⦲     | *nerdfont-10674* *nerdfont-u29b2* *nerdfont-⦲*
| 10675   | \u29b3  | ⦳     | *nerdfont-10675* *nerdfont-u29b3* *nerdfont-⦳*
| 10676   | \u29b4  | ⦴     | *nerdfont-10676* *nerdfont-u29b4* *nerdfont-⦴*
| 10677   | \u29b5  | ⦵     | *nerdfont-10677* *nerdfont-u29b5* *nerdfont-⦵*
| 10678   | \u29b6  | ⦶     | *nerdfont-10678* *nerdfont-u29b6* *nerdfont-⦶*
| 10679   | \u29b7  | ⦷     | *nerdfont-10679* *nerdfont-u29b7* *nerdfont-⦷*
| 10680   | \u29b8  | ⦸     | *nerdfont-10680* *nerdfont-u29b8* *nerdfont-⦸*
| 10681   | \u29b9  | ⦹     | *nerdfont-10681* *nerdfont-u29b9* *nerdfont-⦹*
| 10682   | \u29ba  | ⦺     | *nerdfont-10682* *nerdfont-u29ba* *nerdfont-⦺*
| 10683   | \u29bb  | ⦻     | *nerdfont-10683* *nerdfont-u29bb* *nerdfont-⦻*
| 10684   | \u29bc  | ⦼     | *nerdfont-10684* *nerdfont-u29bc* *nerdfont-⦼*
| 10685   | \u29bd  | ⦽     | *nerdfont-10685* *nerdfont-u29bd* *nerdfont-⦽*
| 10686   | \u29be  | ⦾     | *nerdfont-10686* *nerdfont-u29be* *nerdfont-⦾*
| 10687   | \u29bf  | ⦿     | *nerdfont-10687* *nerdfont-u29bf* *nerdfont-⦿*
| 10688   | \u29c0  | ⧀     | *nerdfont-10688* *nerdfont-u29c0* *nerdfont-⧀*
| 10689   | \u29c1  | ⧁     | *nerdfont-10689* *nerdfont-u29c1* *nerdfont-⧁*
| 10690   | \u29c2  | ⧂     | *nerdfont-10690* *nerdfont-u29c2* *nerdfont-⧂*
| 10691   | \u29c3  | ⧃     | *nerdfont-10691* *nerdfont-u29c3* *nerdfont-⧃*
| 10692   | \u29c4  | ⧄     | *nerdfont-10692* *nerdfont-u29c4* *nerdfont-⧄*
| 10693   | \u29c5  | ⧅     | *nerdfont-10693* *nerdfont-u29c5* *nerdfont-⧅*
| 10694   | \u29c6  | ⧆     | *nerdfont-10694* *nerdfont-u29c6* *nerdfont-⧆*
| 10695   | \u29c7  | ⧇     | *nerdfont-10695* *nerdfont-u29c7* *nerdfont-⧇*
| 10696   | \u29c8  | ⧈     | *nerdfont-10696* *nerdfont-u29c8* *nerdfont-⧈*
| 10697   | \u29c9  | ⧉     | *nerdfont-10697* *nerdfont-u29c9* *nerdfont-⧉*
| 10698   | \u29ca  | ⧊     | *nerdfont-10698* *nerdfont-u29ca* *nerdfont-⧊*
| 10699   | \u29cb  | ⧋     | *nerdfont-10699* *nerdfont-u29cb* *nerdfont-⧋*
| 10700   | \u29cc  | ⧌     | *nerdfont-10700* *nerdfont-u29cc* *nerdfont-⧌*
| 10701   | \u29cd  | ⧍     | *nerdfont-10701* *nerdfont-u29cd* *nerdfont-⧍*
| 10702   | \u29ce  | ⧎     | *nerdfont-10702* *nerdfont-u29ce* *nerdfont-⧎*
| 10703   | \u29cf  | ⧏     | *nerdfont-10703* *nerdfont-u29cf* *nerdfont-⧏*
| 10704   | \u29d0  | ⧐     | *nerdfont-10704* *nerdfont-u29d0* *nerdfont-⧐*
| 10705   | \u29d1  | ⧑     | *nerdfont-10705* *nerdfont-u29d1* *nerdfont-⧑*
| 10706   | \u29d2  | ⧒     | *nerdfont-10706* *nerdfont-u29d2* *nerdfont-⧒*
| 10707   | \u29d3  | ⧓     | *nerdfont-10707* *nerdfont-u29d3* *nerdfont-⧓*
| 10708   | \u29d4  | ⧔     | *nerdfont-10708* *nerdfont-u29d4* *nerdfont-⧔*
| 10709   | \u29d5  | ⧕     | *nerdfont-10709* *nerdfont-u29d5* *nerdfont-⧕*
| 10710   | \u29d6  | ⧖     | *nerdfont-10710* *nerdfont-u29d6* *nerdfont-⧖*
| 10711   | \u29d7  | ⧗     | *nerdfont-10711* *nerdfont-u29d7* *nerdfont-⧗*
| 10712   | \u29d8  | ⧘     | *nerdfont-10712* *nerdfont-u29d8* *nerdfont-⧘*
| 10713   | \u29d9  | ⧙     | *nerdfont-10713* *nerdfont-u29d9* *nerdfont-⧙*
| 10714   | \u29da  | ⧚     | *nerdfont-10714* *nerdfont-u29da* *nerdfont-⧚*
| 10715   | \u29db  | ⧛     | *nerdfont-10715* *nerdfont-u29db* *nerdfont-⧛*
| 10716   | \u29dc  | ⧜     | *nerdfont-10716* *nerdfont-u29dc* *nerdfont-⧜*
| 10717   | \u29dd  | ⧝     | *nerdfont-10717* *nerdfont-u29dd* *nerdfont-⧝*
| 10718   | \u29de  | ⧞     | *nerdfont-10718* *nerdfont-u29de* *nerdfont-⧞*
| 10719   | \u29df  | ⧟     | *nerdfont-10719* *nerdfont-u29df* *nerdfont-⧟*
| 10720   | \u29e0  | ⧠     | *nerdfont-10720* *nerdfont-u29e0* *nerdfont-⧠*
| 10721   | \u29e1  | ⧡     | *nerdfont-10721* *nerdfont-u29e1* *nerdfont-⧡*
| 10722   | \u29e2  | ⧢     | *nerdfont-10722* *nerdfont-u29e2* *nerdfont-⧢*
| 10723   | \u29e3  | ⧣     | *nerdfont-10723* *nerdfont-u29e3* *nerdfont-⧣*
| 10724   | \u29e4  | ⧤     | *nerdfont-10724* *nerdfont-u29e4* *nerdfont-⧤*
| 10725   | \u29e5  | ⧥     | *nerdfont-10725* *nerdfont-u29e5* *nerdfont-⧥*
| 10726   | \u29e6  | ⧦     | *nerdfont-10726* *nerdfont-u29e6* *nerdfont-⧦*
| 10727   | \u29e7  | ⧧     | *nerdfont-10727* *nerdfont-u29e7* *nerdfont-⧧*
| 10728   | \u29e8  | ⧨     | *nerdfont-10728* *nerdfont-u29e8* *nerdfont-⧨*
| 10729   | \u29e9  | ⧩     | *nerdfont-10729* *nerdfont-u29e9* *nerdfont-⧩*
| 10730   | \u29ea  | ⧪     | *nerdfont-10730* *nerdfont-u29ea* *nerdfont-⧪*
| 10731   | \u29eb  | ⧫     | *nerdfont-10731* *nerdfont-u29eb* *nerdfont-⧫*
| 10732   | \u29ec  | ⧬     | *nerdfont-10732* *nerdfont-u29ec* *nerdfont-⧬*
| 10733   | \u29ed  | ⧭     | *nerdfont-10733* *nerdfont-u29ed* *nerdfont-⧭*
| 10734   | \u29ee  | ⧮     | *nerdfont-10734* *nerdfont-u29ee* *nerdfont-⧮*
| 10735   | \u29ef  | ⧯     | *nerdfont-10735* *nerdfont-u29ef* *nerdfont-⧯*
| 10736   | \u29f0  | ⧰     | *nerdfont-10736* *nerdfont-u29f0* *nerdfont-⧰*
| 10737   | \u29f1  | ⧱     | *nerdfont-10737* *nerdfont-u29f1* *nerdfont-⧱*
| 10738   | \u29f2  | ⧲     | *nerdfont-10738* *nerdfont-u29f2* *nerdfont-⧲*
| 10739   | \u29f3  | ⧳     | *nerdfont-10739* *nerdfont-u29f3* *nerdfont-⧳*
| 10740   | \u29f4  | ⧴     | *nerdfont-10740* *nerdfont-u29f4* *nerdfont-⧴*
| 10741   | \u29f5  | ⧵     | *nerdfont-10741* *nerdfont-u29f5* *nerdfont-⧵*
| 10742   | \u29f6  | ⧶     | *nerdfont-10742* *nerdfont-u29f6* *nerdfont-⧶*
| 10743   | \u29f7  | ⧷     | *nerdfont-10743* *nerdfont-u29f7* *nerdfont-⧷*
| 10744   | \u29f8  | ⧸     | *nerdfont-10744* *nerdfont-u29f8* *nerdfont-⧸*
| 10745   | \u29f9  | ⧹     | *nerdfont-10745* *nerdfont-u29f9* *nerdfont-⧹*
| 10746   | \u29fa  | ⧺     | *nerdfont-10746* *nerdfont-u29fa* *nerdfont-⧺*
| 10747   | \u29fb  | ⧻     | *nerdfont-10747* *nerdfont-u29fb* *nerdfont-⧻*
| 10748   | \u29fc  | ⧼     | *nerdfont-10748* *nerdfont-u29fc* *nerdfont-⧼*
| 10749   | \u29fd  | ⧽     | *nerdfont-10749* *nerdfont-u29fd* *nerdfont-⧽*
| 10750   | \u29fe  | ⧾     | *nerdfont-10750* *nerdfont-u29fe* *nerdfont-⧾*
| 10751   | \u29ff  | ⧿     | *nerdfont-10751* *nerdfont-u29ff* *nerdfont-⧿*
| 10752   | \u2a00  | ⨀     | *nerdfont-10752* *nerdfont-u2a00* *nerdfont-⨀*
| 10753   | \u2a01  | ⨁     | *nerdfont-10753* *nerdfont-u2a01* *nerdfont-⨁*
| 10754   | \u2a02  | ⨂     | *nerdfont-10754* *nerdfont-u2a02* *nerdfont-⨂*
| 10755   | \u2a03  | ⨃     | *nerdfont-10755* *nerdfont-u2a03* *nerdfont-⨃*
| 10756   | \u2a04  | ⨄     | *nerdfont-10756* *nerdfont-u2a04* *nerdfont-⨄*
| 10757   | \u2a05  | ⨅     | *nerdfont-10757* *nerdfont-u2a05* *nerdfont-⨅*
| 10758   | \u2a06  | ⨆     | *nerdfont-10758* *nerdfont-u2a06* *nerdfont-⨆*
| 10759   | \u2a07  | ⨇     | *nerdfont-10759* *nerdfont-u2a07* *nerdfont-⨇*
| 10760   | \u2a08  | ⨈     | *nerdfont-10760* *nerdfont-u2a08* *nerdfont-⨈*
| 10761   | \u2a09  | ⨉     | *nerdfont-10761* *nerdfont-u2a09* *nerdfont-⨉*
| 10762   | \u2a0a  | ⨊     | *nerdfont-10762* *nerdfont-u2a0a* *nerdfont-⨊*
| 10763   | \u2a0b  | ⨋     | *nerdfont-10763* *nerdfont-u2a0b* *nerdfont-⨋*
| 10764   | \u2a0c  | ⨌     | *nerdfont-10764* *nerdfont-u2a0c* *nerdfont-⨌*
| 10765   | \u2a0d  | ⨍     | *nerdfont-10765* *nerdfont-u2a0d* *nerdfont-⨍*
| 10766   | \u2a0e  | ⨎     | *nerdfont-10766* *nerdfont-u2a0e* *nerdfont-⨎*
| 10767   | \u2a0f  | ⨏     | *nerdfont-10767* *nerdfont-u2a0f* *nerdfont-⨏*
| 10768   | \u2a10  | ⨐     | *nerdfont-10768* *nerdfont-u2a10* *nerdfont-⨐*
| 10769   | \u2a11  | ⨑     | *nerdfont-10769* *nerdfont-u2a11* *nerdfont-⨑*
| 10770   | \u2a12  | ⨒     | *nerdfont-10770* *nerdfont-u2a12* *nerdfont-⨒*
| 10771   | \u2a13  | ⨓     | *nerdfont-10771* *nerdfont-u2a13* *nerdfont-⨓*
| 10772   | \u2a14  | ⨔     | *nerdfont-10772* *nerdfont-u2a14* *nerdfont-⨔*
| 10773   | \u2a15  | ⨕     | *nerdfont-10773* *nerdfont-u2a15* *nerdfont-⨕*
| 10774   | \u2a16  | ⨖     | *nerdfont-10774* *nerdfont-u2a16* *nerdfont-⨖*
| 10775   | \u2a17  | ⨗     | *nerdfont-10775* *nerdfont-u2a17* *nerdfont-⨗*
| 10776   | \u2a18  | ⨘     | *nerdfont-10776* *nerdfont-u2a18* *nerdfont-⨘*
| 10777   | \u2a19  | ⨙     | *nerdfont-10777* *nerdfont-u2a19* *nerdfont-⨙*
| 10778   | \u2a1a  | ⨚     | *nerdfont-10778* *nerdfont-u2a1a* *nerdfont-⨚*
| 10779   | \u2a1b  | ⨛     | *nerdfont-10779* *nerdfont-u2a1b* *nerdfont-⨛*
| 10780   | \u2a1c  | ⨜     | *nerdfont-10780* *nerdfont-u2a1c* *nerdfont-⨜*
| 10781   | \u2a1d  | ⨝     | *nerdfont-10781* *nerdfont-u2a1d* *nerdfont-⨝*
| 10782   | \u2a1e  | ⨞     | *nerdfont-10782* *nerdfont-u2a1e* *nerdfont-⨞*
| 10783   | \u2a1f  | ⨟     | *nerdfont-10783* *nerdfont-u2a1f* *nerdfont-⨟*
| 10784   | \u2a20  | ⨠     | *nerdfont-10784* *nerdfont-u2a20* *nerdfont-⨠*
| 10785   | \u2a21  | ⨡     | *nerdfont-10785* *nerdfont-u2a21* *nerdfont-⨡*
| 10786   | \u2a22  | ⨢     | *nerdfont-10786* *nerdfont-u2a22* *nerdfont-⨢*
| 10787   | \u2a23  | ⨣     | *nerdfont-10787* *nerdfont-u2a23* *nerdfont-⨣*
| 10788   | \u2a24  | ⨤     | *nerdfont-10788* *nerdfont-u2a24* *nerdfont-⨤*
| 10789   | \u2a25  | ⨥     | *nerdfont-10789* *nerdfont-u2a25* *nerdfont-⨥*
| 10790   | \u2a26  | ⨦     | *nerdfont-10790* *nerdfont-u2a26* *nerdfont-⨦*
| 10791   | \u2a27  | ⨧     | *nerdfont-10791* *nerdfont-u2a27* *nerdfont-⨧*
| 10792   | \u2a28  | ⨨     | *nerdfont-10792* *nerdfont-u2a28* *nerdfont-⨨*
| 10793   | \u2a29  | ⨩     | *nerdfont-10793* *nerdfont-u2a29* *nerdfont-⨩*
| 10794   | \u2a2a  | ⨪     | *nerdfont-10794* *nerdfont-u2a2a* *nerdfont-⨪*
| 10795   | \u2a2b  | ⨫     | *nerdfont-10795* *nerdfont-u2a2b* *nerdfont-⨫*
| 10796   | \u2a2c  | ⨬     | *nerdfont-10796* *nerdfont-u2a2c* *nerdfont-⨬*
| 10797   | \u2a2d  | ⨭     | *nerdfont-10797* *nerdfont-u2a2d* *nerdfont-⨭*
| 10798   | \u2a2e  | ⨮     | *nerdfont-10798* *nerdfont-u2a2e* *nerdfont-⨮*
| 10799   | \u2a2f  | ⨯     | *nerdfont-10799* *nerdfont-u2a2f* *nerdfont-⨯*
| 10800   | \u2a30  | ⨰     | *nerdfont-10800* *nerdfont-u2a30* *nerdfont-⨰*
| 10801   | \u2a31  | ⨱     | *nerdfont-10801* *nerdfont-u2a31* *nerdfont-⨱*
| 10802   | \u2a32  | ⨲     | *nerdfont-10802* *nerdfont-u2a32* *nerdfont-⨲*
| 10803   | \u2a33  | ⨳     | *nerdfont-10803* *nerdfont-u2a33* *nerdfont-⨳*
| 10804   | \u2a34  | ⨴     | *nerdfont-10804* *nerdfont-u2a34* *nerdfont-⨴*
| 10805   | \u2a35  | ⨵     | *nerdfont-10805* *nerdfont-u2a35* *nerdfont-⨵*
| 10806   | \u2a36  | ⨶     | *nerdfont-10806* *nerdfont-u2a36* *nerdfont-⨶*
| 10807   | \u2a37  | ⨷     | *nerdfont-10807* *nerdfont-u2a37* *nerdfont-⨷*
| 10808   | \u2a38  | ⨸     | *nerdfont-10808* *nerdfont-u2a38* *nerdfont-⨸*
| 10809   | \u2a39  | ⨹     | *nerdfont-10809* *nerdfont-u2a39* *nerdfont-⨹*
| 10810   | \u2a3a  | ⨺     | *nerdfont-10810* *nerdfont-u2a3a* *nerdfont-⨺*
| 10811   | \u2a3b  | ⨻     | *nerdfont-10811* *nerdfont-u2a3b* *nerdfont-⨻*
| 10812   | \u2a3c  | ⨼     | *nerdfont-10812* *nerdfont-u2a3c* *nerdfont-⨼*
| 10813   | \u2a3d  | ⨽     | *nerdfont-10813* *nerdfont-u2a3d* *nerdfont-⨽*
| 10814   | \u2a3e  | ⨾     | *nerdfont-10814* *nerdfont-u2a3e* *nerdfont-⨾*
| 10815   | \u2a3f  | ⨿     | *nerdfont-10815* *nerdfont-u2a3f* *nerdfont-⨿*
| 10816   | \u2a40  | ⩀     | *nerdfont-10816* *nerdfont-u2a40* *nerdfont-⩀*
| 10817   | \u2a41  | ⩁     | *nerdfont-10817* *nerdfont-u2a41* *nerdfont-⩁*
| 10818   | \u2a42  | ⩂     | *nerdfont-10818* *nerdfont-u2a42* *nerdfont-⩂*
| 10819   | \u2a43  | ⩃     | *nerdfont-10819* *nerdfont-u2a43* *nerdfont-⩃*
| 10820   | \u2a44  | ⩄     | *nerdfont-10820* *nerdfont-u2a44* *nerdfont-⩄*
| 10821   | \u2a45  | ⩅     | *nerdfont-10821* *nerdfont-u2a45* *nerdfont-⩅*
| 10822   | \u2a46  | ⩆     | *nerdfont-10822* *nerdfont-u2a46* *nerdfont-⩆*
| 10823   | \u2a47  | ⩇     | *nerdfont-10823* *nerdfont-u2a47* *nerdfont-⩇*
| 10824   | \u2a48  | ⩈     | *nerdfont-10824* *nerdfont-u2a48* *nerdfont-⩈*
| 10825   | \u2a49  | ⩉     | *nerdfont-10825* *nerdfont-u2a49* *nerdfont-⩉*
| 10826   | \u2a4a  | ⩊     | *nerdfont-10826* *nerdfont-u2a4a* *nerdfont-⩊*
| 10827   | \u2a4b  | ⩋     | *nerdfont-10827* *nerdfont-u2a4b* *nerdfont-⩋*
| 10828   | \u2a4c  | ⩌     | *nerdfont-10828* *nerdfont-u2a4c* *nerdfont-⩌*
| 10829   | \u2a4d  | ⩍     | *nerdfont-10829* *nerdfont-u2a4d* *nerdfont-⩍*
| 10830   | \u2a4e  | ⩎     | *nerdfont-10830* *nerdfont-u2a4e* *nerdfont-⩎*
| 10831   | \u2a4f  | ⩏     | *nerdfont-10831* *nerdfont-u2a4f* *nerdfont-⩏*
| 10832   | \u2a50  | ⩐     | *nerdfont-10832* *nerdfont-u2a50* *nerdfont-⩐*
| 10833   | \u2a51  | ⩑     | *nerdfont-10833* *nerdfont-u2a51* *nerdfont-⩑*
| 10834   | \u2a52  | ⩒     | *nerdfont-10834* *nerdfont-u2a52* *nerdfont-⩒*
| 10835   | \u2a53  | ⩓     | *nerdfont-10835* *nerdfont-u2a53* *nerdfont-⩓*
| 10836   | \u2a54  | ⩔     | *nerdfont-10836* *nerdfont-u2a54* *nerdfont-⩔*
| 10837   | \u2a55  | ⩕     | *nerdfont-10837* *nerdfont-u2a55* *nerdfont-⩕*
| 10838   | \u2a56  | ⩖     | *nerdfont-10838* *nerdfont-u2a56* *nerdfont-⩖*
| 10839   | \u2a57  | ⩗     | *nerdfont-10839* *nerdfont-u2a57* *nerdfont-⩗*
| 10840   | \u2a58  | ⩘     | *nerdfont-10840* *nerdfont-u2a58* *nerdfont-⩘*
| 10841   | \u2a59  | ⩙     | *nerdfont-10841* *nerdfont-u2a59* *nerdfont-⩙*
| 10842   | \u2a5a  | ⩚     | *nerdfont-10842* *nerdfont-u2a5a* *nerdfont-⩚*
| 10843   | \u2a5b  | ⩛     | *nerdfont-10843* *nerdfont-u2a5b* *nerdfont-⩛*
| 10844   | \u2a5c  | ⩜     | *nerdfont-10844* *nerdfont-u2a5c* *nerdfont-⩜*
| 10845   | \u2a5d  | ⩝     | *nerdfont-10845* *nerdfont-u2a5d* *nerdfont-⩝*
| 10846   | \u2a5e  | ⩞     | *nerdfont-10846* *nerdfont-u2a5e* *nerdfont-⩞*
| 10847   | \u2a5f  | ⩟     | *nerdfont-10847* *nerdfont-u2a5f* *nerdfont-⩟*
| 10848   | \u2a60  | ⩠     | *nerdfont-10848* *nerdfont-u2a60* *nerdfont-⩠*
| 10849   | \u2a61  | ⩡     | *nerdfont-10849* *nerdfont-u2a61* *nerdfont-⩡*
| 10850   | \u2a62  | ⩢     | *nerdfont-10850* *nerdfont-u2a62* *nerdfont-⩢*
| 10851   | \u2a63  | ⩣     | *nerdfont-10851* *nerdfont-u2a63* *nerdfont-⩣*
| 10852   | \u2a64  | ⩤     | *nerdfont-10852* *nerdfont-u2a64* *nerdfont-⩤*
| 10853   | \u2a65  | ⩥     | *nerdfont-10853* *nerdfont-u2a65* *nerdfont-⩥*
| 10854   | \u2a66  | ⩦     | *nerdfont-10854* *nerdfont-u2a66* *nerdfont-⩦*
| 10855   | \u2a67  | ⩧     | *nerdfont-10855* *nerdfont-u2a67* *nerdfont-⩧*
| 10856   | \u2a68  | ⩨     | *nerdfont-10856* *nerdfont-u2a68* *nerdfont-⩨*
| 10857   | \u2a69  | ⩩     | *nerdfont-10857* *nerdfont-u2a69* *nerdfont-⩩*
| 10858   | \u2a6a  | ⩪     | *nerdfont-10858* *nerdfont-u2a6a* *nerdfont-⩪*
| 10859   | \u2a6b  | ⩫     | *nerdfont-10859* *nerdfont-u2a6b* *nerdfont-⩫*
| 10860   | \u2a6c  | ⩬     | *nerdfont-10860* *nerdfont-u2a6c* *nerdfont-⩬*
| 10861   | \u2a6d  | ⩭     | *nerdfont-10861* *nerdfont-u2a6d* *nerdfont-⩭*
| 10862   | \u2a6e  | ⩮     | *nerdfont-10862* *nerdfont-u2a6e* *nerdfont-⩮*
| 10863   | \u2a6f  | ⩯     | *nerdfont-10863* *nerdfont-u2a6f* *nerdfont-⩯*
| 10864   | \u2a70  | ⩰     | *nerdfont-10864* *nerdfont-u2a70* *nerdfont-⩰*
| 10865   | \u2a71  | ⩱     | *nerdfont-10865* *nerdfont-u2a71* *nerdfont-⩱*
| 10866   | \u2a72  | ⩲     | *nerdfont-10866* *nerdfont-u2a72* *nerdfont-⩲*
| 10867   | \u2a73  | ⩳     | *nerdfont-10867* *nerdfont-u2a73* *nerdfont-⩳*
| 10868   | \u2a74  | ⩴     | *nerdfont-10868* *nerdfont-u2a74* *nerdfont-⩴*
| 10869   | \u2a75  | ⩵     | *nerdfont-10869* *nerdfont-u2a75* *nerdfont-⩵*
| 10870   | \u2a76  | ⩶     | *nerdfont-10870* *nerdfont-u2a76* *nerdfont-⩶*
| 10871   | \u2a77  | ⩷     | *nerdfont-10871* *nerdfont-u2a77* *nerdfont-⩷*
| 10872   | \u2a78  | ⩸     | *nerdfont-10872* *nerdfont-u2a78* *nerdfont-⩸*
| 10873   | \u2a79  | ⩹     | *nerdfont-10873* *nerdfont-u2a79* *nerdfont-⩹*
| 10874   | \u2a7a  | ⩺     | *nerdfont-10874* *nerdfont-u2a7a* *nerdfont-⩺*
| 10875   | \u2a7b  | ⩻     | *nerdfont-10875* *nerdfont-u2a7b* *nerdfont-⩻*
| 10876   | \u2a7c  | ⩼     | *nerdfont-10876* *nerdfont-u2a7c* *nerdfont-⩼*
| 10877   | \u2a7d  | ⩽     | *nerdfont-10877* *nerdfont-u2a7d* *nerdfont-⩽*
| 10878   | \u2a7e  | ⩾     | *nerdfont-10878* *nerdfont-u2a7e* *nerdfont-⩾*
